"Path Profile X=[678,1085] Y=[48,466] W=48   - Red","AD\jneylon 12/6/2023 3:47:56 PM"
59.1,37485
59.3,37471
59.6,37551
59.8,37559
60.0,37566
60.3,37647
60.5,37529
60.7,37669
61.0,37647
61.2,37801
61.4,37808
61.7,37874
61.9,37830
62.2,37830
62.4,37919
62.6,37911
62.9,37963
63.1,38043
63.3,38065
63.6,38065
63.8,38183
64.0,38293
64.3,38300
64.5,38264
64.8,38271
65.0,38315
65.2,38462
65.5,38410
65.7,38455
65.9,38601
66.2,38587
66.4,38690
66.6,38741
66.9,38778
67.1,38880
67.4,38873
67.6,38888
67.8,39027
68.1,38932
68.3,39057
68.5,39057
68.8,39101
69.0,39159
69.2,39211
69.5,39233
69.7,39292
70.0,39365
70.2,39438
70.4,39541
70.7,39527
70.9,39725
71.1,39901
71.4,40099
71.6,40474
71.8,40841
72.1,41237
72.3,41649
72.6,42001
72.8,42420
73.0,42713
73.3,42992
73.5,43367
73.7,43528
74.0,43800
74.2,44042
74.4,44109
74.7,44285
74.9,44432
75.2,44586
75.4,44755
75.6,44821
75.9,45004
76.1,45085
76.3,44953
76.6,45261
76.8,45195
77.0,45386
77.3,45430
77.5,45555
77.8,45599
78.0,45577
78.2,45673
78.5,45695
78.7,45790
78.9,45753
79.2,45841
79.4,45856
79.6,45849
79.9,45856
80.1,45878
80.4,46018
80.6,46047
80.8,46054
81.1,46113
81.3,45863
81.5,46098
81.8,46113
82.0,46194
82.2,46187
82.5,46201
82.7,46194
83.0,46223
83.2,46172
83.4,46209
83.7,46267
83.9,46319
84.1,46245
84.4,46311
84.6,46267
84.8,46135
85.1,46172
85.3,46201
85.6,46209
85.8,46289
86.0,46209
86.3,46216
86.5,46231
86.7,46165
87.0,46098
87.2,46253
87.4,46231
87.7,46260
87.9,46238
88.2,46245
88.4,46348
88.6,46289
88.9,46245
89.1,46392
89.3,46209
89.6,46245
89.8,46209
90.0,46267
90.3,46275
90.5,46267
90.8,46385
91.0,46326
91.2,46333
91.5,46311
91.7,46289
91.9,46348
92.2,46311
92.4,46348
92.6,46267
92.9,46297
93.1,46260
93.4,46326
93.6,46348
93.8,46238
94.1,46275
94.3,46333
94.5,46348
94.8,46275
95.0,46282
95.2,46267
95.5,46297
95.7,46311
96.0,46231
96.2,46297
96.4,46260
96.7,46253
96.9,46253
97.1,46209
97.4,46194
97.6,46253
97.8,46194
98.1,46187
98.3,46231
98.6,46245
98.8,46216

