"Path Profile X=[184,529] Y=[59,472] W=48   - Red","AD\jneylon 12/6/2023 3:49:38 PM"
55.2,37418
55.4,37557
55.6,37543
55.8,37626
56.0,37633
56.3,37730
56.5,37689
56.7,37758
56.9,37814
57.1,37918
57.4,37925
57.6,37911
57.8,38022
58.0,38112
58.2,38140
58.5,38237
58.7,38237
58.9,38300
59.1,38369
59.4,38460
59.6,38557
59.8,38564
60.0,38626
60.2,38668
60.5,38849
60.7,38967
60.9,39064
61.1,39238
61.3,39592
61.6,40064
61.8,40606
62.0,41252
62.2,41717
62.4,42044
62.7,42440
62.9,42850
63.1,43218
63.3,43502
63.5,43683
63.8,43829
64.0,44051
64.2,44176
64.4,44461
64.6,44593
64.9,44801
65.1,44829
65.3,44968
65.5,45183
65.8,45176
66.0,45301
66.2,45343
66.4,45426
66.6,45524
66.9,45496
67.1,45607
67.3,45760
67.5,45795
67.7,45809
68.0,45843
68.2,45836
68.4,45968
68.6,45968
68.8,45982
69.1,46038
69.3,46079
69.5,46156
69.7,46170
69.9,46232
70.2,46218
70.4,46191
70.6,46197
70.8,46246
71.0,46218
71.3,46225
71.5,46260
71.7,46288
71.9,46218
72.1,46336
72.4,46357
72.6,46350
72.8,46329
73.0,46336
73.3,46371
73.5,46288
73.7,46288
73.9,46482
74.1,46295
74.4,46413
74.6,46371
74.8,46329
75.0,46350
75.2,46392
75.5,46350
75.7,46413
75.9,46364
76.1,46427
76.3,46399
76.6,46392
76.8,46461
77.0,46385
77.2,46448
77.4,46392
77.7,46434
77.9,46350
78.1,46434
78.3,46454
78.5,46468
78.8,46392
79.0,46482
79.2,46475
79.4,46448
79.7,46441
79.9,46489
80.1,46454
80.3,46482
80.5,46461
80.8,46420
81.0,46434
81.2,46406
81.4,46510
81.6,46406
81.9,46454
82.1,46441
82.3,46489
82.5,46475
82.7,46545
83.0,46510
83.2,46461
83.4,46461
83.6,46517
83.8,46496
84.1,46468
84.3,46517
84.5,46496
84.7,46496
84.9,46482
85.2,46392
85.4,46420
85.6,46538
85.8,46454
86.1,46329
86.3,46441
86.5,46392
86.7,46427
86.9,46281
87.2,46336
87.4,46392
87.6,46378
87.8,46302
88.0,46357
88.3,46323
88.5,46350
88.7,46336
88.9,46302
89.1,46336
89.4,46378
89.6,46329
89.8,46274
90.0,46316
90.2,46329
90.5,46309
90.7,46302
90.9,46197
91.1,46343

