"Path Profile X=[76,424] Y=[160,601] W=48   - Red","AD\jneylon 12/6/2023 3:35:42 PM"
53.9,35952
54.1,35869
54.4,35792
54.6,35709
54.8,35772
55.0,35529
55.2,35577
55.4,35605
55.7,35522
55.9,35515
56.1,35529
56.3,35431
56.5,35508
56.7,35383
56.9,35452
57.2,35459
57.4,35438
57.6,35515
57.8,35473
58.0,35501
58.2,35459
58.5,35522
58.7,35612
58.9,35605
59.1,35619
59.3,35660
59.5,35681
59.8,35765
60.0,35737
60.2,35758
60.4,35820
60.6,35924
60.8,35994
61.0,35945
61.3,35994
61.5,36105
61.7,36112
61.9,36174
62.1,36286
62.3,36334
62.6,36418
62.8,36473
63.0,36473
63.2,36494
63.4,36570
63.6,36619
63.8,36709
64.1,36737
64.3,36807
64.5,36904
64.7,36966
64.9,37077
65.1,37077
65.4,37182
65.6,37237
65.8,37362
66.0,37432
66.2,37418
66.4,37564
66.7,37557
66.9,37682
67.1,37730
67.3,37807
67.5,37953
67.7,37980
67.9,38043
68.2,38099
68.4,38133
68.6,38196
68.8,38279
69.0,38286
69.2,38418
69.5,38411
69.7,38481
69.9,38564
70.1,38668
70.3,38682
70.5,38800
70.8,38960
71.0,38974
71.2,38932
71.4,39008
71.6,39168
71.8,39196
72.0,39293
72.3,39300
72.5,39390
72.7,39418
72.9,39418
73.1,39495
73.3,39606
73.6,39585
73.8,39627
74.0,39835
74.2,39856
74.4,39918
74.6,39995
74.8,40023
75.1,40161
75.3,40203
75.5,40231
75.7,40342
75.9,40439
76.1,40439
76.4,40606
76.6,40669
76.8,40759
77.0,40773
77.2,40794
77.4,40926
77.7,40974
77.9,41148
78.1,41238
78.3,41453
78.5,41662
78.7,42037
78.9,42342
79.2,42738
79.4,43016
79.6,43343
79.8,43641
80.0,44093
80.2,44378
80.5,44593
80.7,44808
80.9,44989
81.1,45142
81.3,45246
81.5,45315
81.8,45413
82.0,45399
82.2,45531
82.4,45517
82.6,45558
82.8,45649
83.0,45614
83.3,45732
83.5,45697
83.7,45760
83.9,45802
84.1,45795
84.3,45746
84.6,45871
84.8,45815
85.0,45822
85.2,45815
85.4,45857
85.6,45829
85.9,45892
86.1,45822
86.3,45885
86.5,45961
86.7,45906
86.9,45989
87.1,46031
87.4,45968
87.6,45961
87.8,45989
88.0,46072
88.2,46038
88.4,46079
88.7,46100
88.9,46107
89.1,46086
89.3,46059
89.5,46121
89.7,46086
89.9,46163
90.2,46086
90.4,46191
90.6,46121
90.8,46211
91.0,46218
91.2,46191
91.5,46211
91.7,46239
91.9,46177
92.1,46239
92.3,46225
92.5,46211
92.8,46225
93.0,46191
93.2,46184
93.4,46163
93.6,46197
93.8,46246
94.0,46204
94.3,46121
94.5,46177
94.7,46184
94.9,46163
95.1,46163

